,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand
2037, A Class,2018,78995,Semi-Auto,8420,Petrol,145,30.1,4.0,Mercedes
2038, C Class,2017,25995,Automatic,20875,Diesel,145,54.3,2.1,Mercedes
2039, SL CLASS,2016,36995,Semi-Auto,11888,Petrol,235,36.7,3.0,Mercedes
2040, A Class,2016,17102,Semi-Auto,19843,Diesel,20,68.9,2.1,Mercedes
2041, E Class,2019,38995,Semi-Auto,8356,Diesel,150,45.6,3.0,Mercedes
2042, E Class,2018,30202,Semi-Auto,20001,Diesel,145,53.3,2.0,Mercedes
2043, E Class,2013,12622,Semi-Auto,62048,Diesel,125,57.7,2.1,Mercedes
2044, GLC Class,2016,24995,Semi-Auto,18160,Diesel,125,56.5,2.1,Mercedes
2045, GLC Class,2017,26498,Semi-Auto,33523,Diesel,145,56.5,2.1,Mercedes
2046, GLC Class,2017,26998,Semi-Auto,36239,Diesel,145,56.5,2.1,Mercedes
2047, C Class,2016,16998,Semi-Auto,13795,Diesel,30,65.7,1.6,Mercedes
2048, A Class,2017,17891,Semi-Auto,21844,Diesel,150,68.9,2.1,Mercedes
2049, GLC Class,2016,20871,Semi-Auto,44482,Diesel,125,56.5,2.1,Mercedes
2050, CL Class,2019,25691,Semi-Auto,8202,Diesel,150,51.4,2.2,Mercedes
2051, B Class,2015,10291,Semi-Auto,54719,Diesel,20,70.6,1.5,Mercedes
2052, GLA Class,2014,12981,Manual,55905,Diesel,30,62.8,2.1,Mercedes
2053, CL Class,2017,17892,Manual,10393,Petrol,150,51.4,1.6,Mercedes
2054, A Class,2017,16722,Manual,23644,Petrol,145,49.6,1.6,Mercedes
2055, C Class,2017,22792,Semi-Auto,11163,Petrol,145,48.7,2.0,Mercedes
2056, C Class,2019,41070,Automatic,7969,Petrol,145,29.4,3.0,Mercedes
2057, SL CLASS,2019,79480,Automatic,150,Petrol,145,28.0,5.5,Mercedes
2058, SL CLASS,2019,29730,Semi-Auto,150,Petrol,145,47.1,2.0,Mercedes
2059, C Class,2016,17822,Semi-Auto,19682,Diesel,20,64.2,2.1,Mercedes
2060, E Class,2015,19132,Semi-Auto,45669,Diesel,160,51.4,3.0,Mercedes
2061, GLA Class,2017,19602,Semi-Auto,11525,Diesel,30,64.2,2.1,Mercedes
2062, V Class,2018,42510,Automatic,10044,Diesel,145,44.8,2.2,Mercedes
2063, B Class,2019,21590,Semi-Auto,7364,Diesel,145,55.4,2.0,Mercedes
2064, E Class,2019,28995,Semi-Auto,12630,Diesel,145,61.4,2.0,Mercedes
2065, E Class,2019,39995,Semi-Auto,10374,Diesel,145,38.2,3.0,Mercedes
2066, SL CLASS,2017,22495,Semi-Auto,13873,Petrol,145,47.9,2.0,Mercedes
2067, A Class,2019,39995,Semi-Auto,3618,Petrol,145,36.7,2.0,Mercedes
2068, A Class,2018,24995,Semi-Auto,5250,Petrol,145,53.3,1.3,Mercedes
2069, GLE Class,2016,29995,Semi-Auto,2933,Diesel,200,47.9,2.1,Mercedes
2070, V Class,2019,38995,Semi-Auto,13347,Diesel,145,45.6,2.2,Mercedes
2071, GLA Class,2019,24995,Semi-Auto,16399,Petrol,145,42.8,2.0,Mercedes
2072, E Class,2016,23495,Semi-Auto,19433,Diesel,30,65.7,2.0,Mercedes
2073, GLE Class,2018,45071,Semi-Auto,12100,Diesel,145,36.7,3.0,Mercedes
2074, E Class,2015,15181,Semi-Auto,38059,Diesel,125,61.4,2.1,Mercedes
2075, GLC Class,2017,29151,Semi-Auto,30744,Diesel,145,56.5,2.1,Mercedes
2076, C Class,2017,20612,Semi-Auto,27526,Diesel,30,64.2,2.1,Mercedes
2077, C Class,2016,18211,Semi-Auto,16206,Diesel,30,64.2,2.1,Mercedes
2078, A Class,2016,13891,Semi-Auto,36046,Petrol,125,53.3,1.6,Mercedes
2079, E Class,2018,28372,Semi-Auto,7410,Diesel,145,70.6,2.0,Mercedes
2080, GLA Class,2017,21182,Automatic,10827,Diesel,125,56.5,2.1,Mercedes
2081, C Class,2019,49780,Automatic,5654,Petrol,145,28.5,4.0,Mercedes
2082, B Class,2019,23480,Automatic,150,Diesel,145,55.4,2.0,Mercedes
2084, A Class,2019,21400,Manual,5153,Petrol,145,28.5,1.3,Mercedes
2085, A Class,2019,28490,Automatic,3826,Petrol,145,53.3,1.3,Mercedes
2086, A Class,2019,36990,Automatic,4500,Petrol,145,36.7,2.0,Mercedes
2087, GLE Class,2019,55491,Automatic,1795,Diesel,145,36.7,2.0,Mercedes
2088, E Class,2019,39990,Automatic,5817,Diesel,145,45.6,2.0,Mercedes
2089, GLC Class,2019,41990,Automatic,4569,Diesel,145,40.9,2.0,Mercedes
2090, GLC Class,2019,34990,Automatic,6500,Petrol,145,34.0,2.0,Mercedes
2091, E Class,2020,42490,Semi-Auto,3900,Diesel,145,70.6,2.0,Mercedes
2092, CL Class,2018,33450,Automatic,7823,Petrol,145,40.9,2.0,Mercedes
2093, C Class,2019,38610,Automatic,6249,Petrol,145,29.1,3.0,Mercedes
2094, C Class,2019,34990,Automatic,3196,Diesel,145,54.3,1.6,Mercedes
2095, GLA Class,2016,21481,Semi-Auto,6662,Petrol,145,48.7,1.6,Mercedes
2096, S Class,2019,56499,Automatic,582,Hybrid,135,122.9,3.0,Mercedes
2097, C Class,2019,28290,Automatic,8421,Diesel,145,64.2,2.0,Mercedes
2098, A Class,2017,16770,Semi-Auto,9321,Petrol,145,53.3,1.6,Mercedes
2099, A Class,2013,12490,Semi-Auto,43507,Diesel,30,64.2,2.1,Mercedes
2100, E Class,2017,21734,Automatic,17327,Diesel,145,65.7,2.0,Mercedes
2101, A Class,2015,11623,Automatic,61884,Diesel,20,68.9,2.1,Mercedes
2102, A Class,2016,18391,Semi-Auto,16000,Diesel,20,68.9,2.1,Mercedes
2103, A Class,2016,14555,Manual,31865,Diesel,20,68.9,1.5,Mercedes
2104, A Class,2016,16585,Semi-Auto,23216,Diesel,20,74.3,1.5,Mercedes
2105, CL Class,2014,14941,Semi-Auto,66694,Diesel,30,62.8,1.8,Mercedes
2106, A Class,2017,17712,Semi-Auto,28663,Petrol,125,52.3,1.6,Mercedes
2107, A Class,2019,21480,Automatic,150,Diesel,145,56.5,2.0,Mercedes
2108, C Class,2017,20022,Semi-Auto,35214,Diesel,30,64.2,2.1,Mercedes
2109, C Class,2017,17313,Automatic,14364,Petrol,125,53.3,2.0,Mercedes
2110, C Class,2017,24352,Automatic,8884,Diesel,20,67.3,2.1,Mercedes
2111, CL Class,2017,20961,Manual,16536,Petrol,200,42.2,2.0,Mercedes
2112, A Class,2015,13022,Semi-Auto,32230,Diesel,20,68.9,1.5,Mercedes
2113, C Class,2017,25498,Automatic,6067,Diesel,145,67.3,2.1,Mercedes
2115, E Class,2016,19998,Semi-Auto,20215,Diesel,20,72.4,2.0,Mercedes
2116, B Class,2019,20498,Semi-Auto,15545,Petrol,145,45.6,1.3,Mercedes
2117, E Class,2015,15998,Automatic,50087,Diesel,145,53.3,3.0,Mercedes
2118, GLC Class,2016,25998,Semi-Auto,21677,Diesel,125,56.5,2.1,Mercedes
2119, A Class,2015,12498,Manual,27680,Diesel,30,64.2,2.1,Mercedes
2120, V Class,2018,24998,Manual,23275,Diesel,145,46.3,2.1,Mercedes
2121, A Class,2014,12468,Semi-Auto,33211,Diesel,30,65.7,1.8,Mercedes
2122, A Class,2014,10991,Manual,53828,Diesel,20,70.6,1.5,Mercedes
2123, GLA Class,2016,17221,Semi-Auto,40308,Diesel,125,56.5,2.1,Mercedes
2124, C Class,2017,20091,Semi-Auto,24991,Diesel,150,61.4,2.1,Mercedes
2125, B Class,2013,8450,Manual,46831,Diesel,125,61.4,1.8,Mercedes
2126, A Class,2017,16490,Semi-Auto,41445,Diesel,20,74.3,1.5,Mercedes
2127, A Class,2018,18750,Semi-Auto,8759,Petrol,145,52.3,1.6,Mercedes
2128, GLA Class,2018,20911,Semi-Auto,19004,Diesel,150,56.5,2.1,Mercedes
2129, GLA Class,2017,21291,Semi-Auto,15830,Diesel,150,56.5,2.1,Mercedes
2130, B Class,2017,12730,Manual,14882,Diesel,150,68.9,1.5,Mercedes
2131, E Class,2018,21331,Semi-Auto,41530,Diesel,145,65.7,2.0,Mercedes
2132, E Class,2018,28990,Semi-Auto,13590,Diesel,145,51.4,3.0,Mercedes
2133, A Class,2018,30881,Semi-Auto,9840,Petrol,145,40.9,2.0,Mercedes
2134, GLS Class,2019,46931,Semi-Auto,7650,Diesel,150,37.2,3.0,Mercedes
2135, CL Class,2017,17565,Semi-Auto,43658,Diesel,20,70.6,2.1,Mercedes
2136, C Class,2015,15790,Semi-Auto,19830,Petrol,125,50.4,2.0,Mercedes
2137, C Class,2020,36990,Semi-Auto,3953,Petrol,145,42.2,2.0,Mercedes
2138, A Class,2017,15943,Semi-Auto,19130,Diesel,145,70.6,2.1,Mercedes
2139, GLE Class,2016,25491,Semi-Auto,35138,Diesel,200,47.9,2.1,Mercedes
2140, C Class,2015,14984,Semi-Auto,68647,Diesel,30,64.2,2.1,Mercedes
2141, B Class,2020,20850,Manual,3955,Petrol,145,45.6,1.3,Mercedes
2142, GLA Class,2017,17016,Manual,24464,Diesel,145,67.3,2.1,Mercedes
2143, A Class,2017,16015,Manual,25428,Petrol,145,51.4,1.6,Mercedes
2144, SL CLASS,2017,22495,Semi-Auto,15092,Petrol,150,47.9,2.0,Mercedes
2145, CLS Class,2019,69995,Semi-Auto,992,Petrol,150,31.7,3.0,Mercedes
2146, S Class,2018,72995,Semi-Auto,9740,Petrol,145,34.0,4.0,Mercedes
2147, A Class,2018,19491,Semi-Auto,4265,Diesel,145,65.7,1.5,Mercedes
2148, GLC Class,2016,27050,Semi-Auto,38438,Diesel,145,56.5,2.1,Mercedes
2149, E Class,2017,19450,Semi-Auto,15834,Diesel,20,72.4,2.0,Mercedes
2150, A Class,2020,23970,Semi-Auto,1500,Diesel,145,65.7,1.5,Mercedes
2151, A Class,2018,18691,Semi-Auto,12043,Diesel,145,65.7,1.5,Mercedes
2152, GLC Class,2016,22650,Automatic,52567,Diesel,125,56.5,2.1,Mercedes
2153, GLA Class,2016,19297,Automatic,21761,Petrol,200,43.5,2.0,Mercedes
2154, B Class,2018,17991,Semi-Auto,6132,Petrol,150,50.4,1.6,Mercedes
2155, A Class,2017,15695,Manual,24866,Petrol,150,49.6,1.6,Mercedes
2156, GLA Class,2018,20991,Semi-Auto,18777,Diesel,150,56.5,2.1,Mercedes
2157, A Class,2019,20080,Semi-Auto,12291,Petrol,145,53.3,1.3,Mercedes
2158, A Class,2019,19592,Manual,11245,Petrol,145,28.5,1.3,Mercedes
2159, C Class,2019,27810,Automatic,6621,Diesel,145,61.4,2.0,Mercedes
2160, E Class,2019,36247,Automatic,2459,Diesel,145,48.7,3.0,Mercedes
2161, E Class,2016,19700,Semi-Auto,24874,Diesel,30,65.7,2.0,Mercedes
2162, C Class,2018,28750,Automatic,7140,Diesel,145,54.3,2.0,Mercedes
2163, A Class,2018,19470,Semi-Auto,8970,Petrol,145,53.3,1.3,Mercedes
2164, E Class,2017,20997,Automatic,20730,Diesel,145,65.7,2.0,Mercedes
2165, E Class,2016,19370,Semi-Auto,12824,Diesel,20,72.4,2.0,Mercedes
2166, C Class,2017,26790,Automatic,4910,Petrol,145,40.9,2.0,Mercedes
2167, E Class,2017,19751,Semi-Auto,36056,Diesel,30,65.7,2.0,Mercedes
2168, E Class,2017,20795,Semi-Auto,28348,Diesel,145,65.7,2.0,Mercedes
2169, SL CLASS,2016,18991,Semi-Auto,11813,Diesel,30,70.6,2.1,Mercedes
2170, GLA Class,2017,30500,Semi-Auto,18791,Petrol,145,38.2,2.0,Mercedes
2171, GLE Class,2017,28795,Semi-Auto,17713,Diesel,145,47.9,2.1,Mercedes
2172, E Class,2017,22740,Automatic,25567,Diesel,145,51.4,3.0,Mercedes
2173, CL Class,2018,31850,Semi-Auto,10500,Petrol,145,40.9,2.0,Mercedes
2174, GLE Class,2019,44500,Automatic,8489,Diesel,145,36.7,3.0,Mercedes
2175, V Class,2018,21996,Manual,34483,Diesel,145,46.3,2.1,Mercedes
2176, X-CLASS,2018,18991,Manual,14243,Diesel,260,37.2,2.3,Mercedes
2177, C Class,2017,15280,Manual,27832,Diesel,145,72.4,1.6,Mercedes
2178, E Class,2017,19150,Semi-Auto,32844,Diesel,150,56.5,2.1,Mercedes
2179, E Class,2017,19070,Semi-Auto,39224,Diesel,150,65.7,2.0,Mercedes
2180, C Class,2017,35420,Semi-Auto,24057,Petrol,150,34.5,4.0,Mercedes
2181, E Class,2014,13000,Semi-Auto,60500,Diesel,125,57.7,2.1,Mercedes
2182, GLC Class,2017,29500,Semi-Auto,25782,Diesel,150,56.5,2.1,Mercedes
2183, C Class,2017,33000,Semi-Auto,10439,Petrol,145,35.3,3.0,Mercedes
2184, A Class,2018,28350,Semi-Auto,29724,Petrol,145,40.9,2.0,Mercedes
2185, M Class,2015,32250,Semi-Auto,43910,Petrol,570,23.9,5.5,Mercedes
2186, GLC Class,2018,53750,Automatic,5444,Petrol,145,27.4,4.0,Mercedes
2187, CLS Class,2014,16500,Semi-Auto,53931,Diesel,200,46.3,3.0,Mercedes
2188, A Class,2016,13995,Semi-Auto,64168,Diesel,20,67.3,2.1,Mercedes
2189, GLC Class,2017,26998,Semi-Auto,21554,Diesel,145,56.5,2.1,Mercedes
2190, GLC Class,2017,28998,Semi-Auto,21263,Diesel,145,56.5,2.1,Mercedes
2191, S Class,2017,31055,Semi-Auto,13763,Diesel,160,50.4,3.0,Mercedes
2192, C Class,2017,18115,Semi-Auto,20846,Petrol,145,50.4,2.0,Mercedes
2193, A Class,2016,14541,Manual,17474,Diesel,20,72.4,1.5,Mercedes
2194, E Class,2017,20000,Semi-Auto,28552,Diesel,145,67.3,2.0,Mercedes
2195, C Class,2016,14750,Automatic,28612,Diesel,20,65.7,2.1,Mercedes
2196, A Class,2018,18551,Semi-Auto,14444,Diesel,145,65.7,1.5,Mercedes
2197, E Class,2017,20150,Semi-Auto,25899,Diesel,30,65.7,2.0,Mercedes
2198, A Class,2018,17689,Automatic,11791,Diesel,145,68.9,2.1,Mercedes
2199, CL Class,2018,19005,Manual,13515,Diesel,145,65.7,2.1,Mercedes
2200, GLA Class,2015,14241,Manual,40402,Diesel,20,64.2,2.1,Mercedes
2201, CL Class,2015,14340,Automatic,51168,Diesel,20,68.9,2.1,Mercedes
2202, E Class,2013,12013,Semi-Auto,59338,Diesel,125,57.7,2.1,Mercedes
2203, GLE Class,2017,27645,Automatic,17022,Diesel,200,47.9,2.1,Mercedes
2204, C Class,2019,28887,Automatic,9985,Diesel,145,57.7,2.0,Mercedes
2205, C Class,2018,23247,Automatic,10137,Diesel,145,61.4,2.1,Mercedes
2206, E Class,2017,20737,Automatic,22122,Diesel,145,65.7,2.0,Mercedes
2207, C Class,2017,22720,Automatic,14161,Diesel,145,67.3,2.1,Mercedes
2208, GLC Class,2017,23615,Semi-Auto,41243,Diesel,145,56.5,2.1,Mercedes
2209, E Class,2018,25498,Semi-Auto,10267,Diesel,150,58.9,2.0,Mercedes
2210, V Class,2018,20998,Manual,14453,Diesel,145,46.3,2.1,Mercedes
2212, C Class,2015,10998,Manual,92589,Diesel,20,68.9,2.1,Mercedes
2213, C Class,2016,15798,Semi-Auto,41279,Diesel,20,64.2,2.1,Mercedes
2214, C Class,2017,16495,Semi-Auto,25656,Diesel,30,65.7,1.6,Mercedes
2215, GLA Class,2014,16650,Semi-Auto,34200,Diesel,145,55.4,2.1,Mercedes
2216, GLC Class,2017,27498,Automatic,29933,Diesel,145,56.5,2.1,Mercedes
2217, C Class,2018,25298,Semi-Auto,8702,Petrol,145,47.1,2.0,Mercedes
2218, GLC Class,2016,28798,Semi-Auto,18773,Diesel,145,56.5,2.1,Mercedes
2219, CL Class,2020,26850,Automatic,3956,Petrol,145,44.8,1.3,Mercedes
2220, GLS Class,2019,44890,Automatic,18082,Diesel,145,37.2,3.0,Mercedes
2221, X-CLASS,2019,23996,Automatic,9160,Diesel,260,35.8,2.3,Mercedes
2222, V Class,2018,18691,Automatic,20074,Diesel,150,48.7,2.1,Mercedes
2223, V Class,2019,25991,Automatic,3442,Diesel,150,39.8,2.1,Mercedes
2224, X-CLASS,2019,25491,Automatic,10485,Diesel,265,35.8,2.3,Mercedes
2225, C Class,2019,27998,Semi-Auto,10134,Diesel,145,61.4,2.0,Mercedes
2226, GLE Class,2017,34998,Semi-Auto,33127,Diesel,145,39.2,3.0,Mercedes
2227, A Class,2013,12362,Automatic,45166,Diesel,30,64.2,2.1,Mercedes
2229, C Class,2017,18231,Semi-Auto,20185,Petrol,145,50.4,2.0,Mercedes
2230, C Class,2014,14601,Semi-Auto,60000,Diesel,125,60.1,2.1,Mercedes
2231, C Class,2016,20365,Semi-Auto,21430,Petrol,145,49.6,2.0,Mercedes
2232, M Class,2014,19194,Semi-Auto,57573,Diesel,200,46.3,2.1,Mercedes
2233, E Class,2019,30350,Semi-Auto,3607,Diesel,145,57.7,2.0,Mercedes
2234, A Class,2016,13480,Manual,58150,Diesel,30,62.8,2.1,Mercedes
2235, C Class,2016,21505,Automatic,16703,Diesel,125,61.4,2.1,Mercedes
2236, GLS Class,2016,41750,Automatic,30448,Diesel,300,37.2,3.0,Mercedes
2237, SL CLASS,2017,19621,Semi-Auto,13764,Diesel,145,70.6,2.1,Mercedes
2238, GLE Class,2016,27880,Automatic,11513,Diesel,200,47.9,2.1,Mercedes
2239, A Class,2020,25980,Manual,385,Petrol,145,44.1,1.3,Mercedes
2240, A Class,2020,25980,Manual,347,Petrol,145,47.1,1.3,Mercedes
2241, E Class,2017,22780,Semi-Auto,20774,Diesel,145,65.7,2.0,Mercedes
2242, A Class,2020,22480,Manual,526,Petrol,145,45.6,1.3,Mercedes
2243, E Class,2020,56980,Semi-Auto,3999,Petrol,145,32.1,3.0,Mercedes
2244, GLC Class,2020,49980,Semi-Auto,3999,Petrol,145,26.4,3.0,Mercedes
2251, CL Class,2019,28980,Semi-Auto,1434,Petrol,145,44.1,1.3,Mercedes
2252, SL CLASS,2016,17391,Semi-Auto,14224,Diesel,30,70.6,2.1,Mercedes
2253, A Class,2018,18590,Automatic,8297,Diesel,145,68.9,1.5,Mercedes
2254, GLE Class,2017,27357,Automatic,39110,Diesel,145,42.8,3.0,Mercedes
2255, A Class,2018,19403,Automatic,8657,Diesel,145,67.3,1.5,Mercedes
2256, C Class,2018,24791,Semi-Auto,16052,Petrol,145,44.1,2.0,Mercedes
2257, GLC Class,2019,27100,Automatic,9196,Diesel,145,41.5,2.1,Mercedes
2258, GLA Class,2018,23635,Automatic,10466,Diesel,145,56.5,2.1,Mercedes
2259, C Class,2015,16581,Semi-Auto,23985,Diesel,20,64.2,2.1,Mercedes
2260, GLE Class,2016,27685,Automatic,13656,Diesel,200,47.9,2.1,Mercedes
2261, GLA Class,2017,20150,Semi-Auto,16639,Diesel,145,56.5,2.1,Mercedes
2262, E Class,2016,19431,Semi-Auto,36790,Diesel,145,54.3,3.0,Mercedes
2263, GLA Class,2017,19891,Semi-Auto,30063,Diesel,125,56.5,2.1,Mercedes
2264, C Class,2019,41500,Semi-Auto,3805,Petrol,145,30.4,3.0,Mercedes
2265, GLC Class,2019,35980,Semi-Auto,4115,Diesel,145,43.5,2.0,Mercedes
2266, CLS Class,2018,33000,Semi-Auto,5673,Diesel,145,48.7,2.9,Mercedes
2267, GLC Class,2016,24480,Semi-Auto,31730,Diesel,125,56.5,2.1,Mercedes
2268, C Class,2016,20480,Semi-Auto,20169,Diesel,30,64.2,2.1,Mercedes
2269, GLE Class,2017,27000,Semi-Auto,29054,Diesel,200,47.9,2.1,Mercedes
2270, C Class,2016,21000,Semi-Auto,22156,Diesel,30,64.2,2.1,Mercedes
2271, GLA Class,2018,21980,Semi-Auto,15728,Diesel,145,56.5,2.1,Mercedes
2272, GLE Class,2019,50480,Semi-Auto,3999,Diesel,145,36.7,2.0,Mercedes
2273, A Class,2019,26999,Automatic,4105,Diesel,145,56.5,2.0,Mercedes
2274, E Class,2017,20555,Semi-Auto,23656,Diesel,30,65.7,2.0,Mercedes
2275, C Class,2016,20995,Automatic,19805,Diesel,20,67.3,2.1,Mercedes
2276, C Class,2015,17790,Automatic,8726,Diesel,20,64.2,2.1,Mercedes
2277, CL Class,2016,22661,Semi-Auto,14776,Petrol,200,42.8,2.0,Mercedes
2278, A Class,2013,10664,Semi-Auto,43292,Diesel,30,65.7,1.8,Mercedes
2279, E Class,2014,13890,Semi-Auto,43067,Diesel,145,54.3,2.1,Mercedes
2280, GLC Class,2016,22510,Semi-Auto,36672,Diesel,125,56.5,2.1,Mercedes
2281, C Class,2018,22991,Semi-Auto,7615,Diesel,145,67.3,2.1,Mercedes
2282, GLA Class,2016,17995,Semi-Auto,16919,Diesel,125,56.5,2.1,Mercedes
2283, S Class,2020,64980,Semi-Auto,3999,Diesel,145,40.4,3.0,Mercedes
2285, C Class,2019,20980,Semi-Auto,4908,Petrol,145,44.1,1.5,Mercedes
2286, C Class,2019,28429,Semi-Auto,5866,Diesel,145,54.3,1.6,Mercedes
2287, B Class,2019,23980,Semi-Auto,4012,Diesel,145,55.4,2.0,Mercedes
2288, GLE Class,2019,49980,Semi-Auto,52,Diesel,145,36.7,2.0,Mercedes
2289, GLE Class,2019,49980,Semi-Auto,4089,Diesel,145,36.7,2.0,Mercedes
2290, GLC Class,2019,38000,Semi-Auto,3180,Diesel,145,40.9,2.0,Mercedes
2291, GLA Class,2020,25480,Semi-Auto,16,Petrol,145,37.2,1.6,Mercedes
2293, C Class,2020,32480,Semi-Auto,16,Diesel,145,64.2,2.0,Mercedes
2295, A Class,2020,24480,Manual,16,Petrol,145,28.5,1.3,Mercedes
2296, V Class,2019,39980,Semi-Auto,3257,Diesel,145,44.8,2.2,Mercedes
2297, V Class,2019,46980,Semi-Auto,2888,Diesel,145,36.7,2.0,Mercedes
2298, A Class,2017,19480,Semi-Auto,22000,Diesel,145,68.9,2.1,Mercedes
2299, GLC Class,2016,34980,Semi-Auto,31499,Petrol,300,34.0,3.0,Mercedes
2300, E Class,2016,17680,Semi-Auto,46512,Diesel,145,56.5,2.1,Mercedes
2301, E Class,2019,24780,Semi-Auto,6631,Diesel,145,72.4,2.0,Mercedes
2302, V Class,2017,34980,Semi-Auto,6316,Diesel,145,45.6,2.2,Mercedes
2303, C Class,2019,45980,Semi-Auto,3830,Petrol,145,29.7,3.0,Mercedes
2304, CL Class,2016,16480,Manual,46228,Petrol,125,51.4,1.6,Mercedes
2305, GLC Class,2020,41980,Semi-Auto,3774,Diesel,145,40.9,2.0,Mercedes
2306, GLC Class,2019,31980,Semi-Auto,3999,Petrol,145,34.0,2.0,Mercedes
2307, A Class,2020,25980,Manual,385,Petrol,145,47.1,1.3,Mercedes
2308, E Class,2019,52000,Semi-Auto,4130,Petrol,145,31.7,3.0,Mercedes
2309, C Class,2016,19750,Semi-Auto,25000,Diesel,30,64.2,2.1,Mercedes
2310, GLC Class,2017,28498,Semi-Auto,26299,Diesel,145,56.5,2.1,Mercedes
2311, E Class,2015,14998,Semi-Auto,27512,Diesel,125,57.7,2.1,Mercedes
2312, A Class,2016,21498,Semi-Auto,14913,Petrol,205,42.8,2.0,Mercedes
2313, B Class,2017,15298,Semi-Auto,18656,Diesel,20,68.9,1.5,Mercedes
2314, B Class,2017,15490,Semi-Auto,28000,Petrol,145,51.4,1.6,Mercedes
2315, A Class,2017,18000,Semi-Auto,10227,Diesel,20,67.3,2.1,Mercedes
2316, A Class,2017,15000,Manual,27842,Diesel,150,68.9,1.5,Mercedes
2317, B Class,2017,13500,Manual,34396,Diesel,20,68.9,1.5,Mercedes
2318, V Class,2018,18450,Manual,23075,Diesel,145,46.3,2.1,Mercedes
2319, V Class,2019,17950,Manual,22538,Diesel,145,46.3,2.1,Mercedes
2320, V Class,2019,20750,Automatic,18603,Diesel,145,48.7,2.1,Mercedes
2321, V Class,2019,20950,Automatic,20500,Diesel,145,48.7,2.1,Mercedes
2322, C Class,2017,16299,Automatic,30612,Diesel,145,64.2,2.1,Mercedes
2323, X-CLASS,2017,31994,Automatic,24800,Diesel,260,35.8,2.3,Mercedes
2324, X-CLASS,2020,31991,Automatic,303,Diesel,260,35.8,2.3,Mercedes
2325, X-CLASS,2019,34491,Automatic,8798,Diesel,260,31.4,3.0,Mercedes
2326, X-CLASS,2019,24991,Automatic,8974,Diesel,260,35.8,2.3,Mercedes
2327, X-CLASS,2019,25926,Automatic,9772,Diesel,260,35.8,2.3,Mercedes
2328, X-CLASS,2019,22995,Automatic,11479,Diesel,260,35.8,2.3,Mercedes
2329, GLE Class,2017,27380,Semi-Auto,37060,Diesel,200,47.9,2.1,Mercedes
2330, GLC Class,2016,24741,Semi-Auto,42300,Diesel,125,56.5,2.1,Mercedes
2331, C Class,2016,16657,Semi-Auto,24247,Diesel,20,65.7,2.1,Mercedes
2332, E Class,2016,18304,Semi-Auto,45905,Diesel,30,61.4,2.0,Mercedes
2333, GLC Class,2016,21980,Semi-Auto,23000,Diesel,125,56.5,2.1,Mercedes
2334, A Class,2016,14740,Manual,37600,Diesel,30,62.8,2.1,Mercedes
2335, A Class,2018,19385,Automatic,9122,Diesel,145,65.7,1.5,Mercedes
2336, C Class,2019,34980,Semi-Auto,16169,Petrol,150,30.4,3.0,Mercedes
2337, GLC Class,2016,24340,Semi-Auto,36320,Diesel,125,56.5,2.1,Mercedes
2338, E Class,2016,17940,Semi-Auto,35012,Diesel,30,65.7,2.0,Mercedes
2339, GLC Class,2019,32480,Semi-Auto,10217,Diesel,145,56.5,2.1,Mercedes
2340, GLE Class,2019,54500,Semi-Auto,2870,Diesel,145,32.8,3.0,Mercedes
2341, GLE Class,2017,40980,Semi-Auto,17763,Diesel,145,39.2,3.0,Mercedes
2342, GLE Class,2016,28980,Semi-Auto,22442,Diesel,260,42.8,3.0,Mercedes
2343, E Class,2019,28480,Semi-Auto,12667,Diesel,145,58.9,2.0,Mercedes
2344, E Class,2018,30000,Semi-Auto,8010,Diesel,145,51.4,3.0,Mercedes
2345, C Class,2019,25980,Semi-Auto,13624,Petrol,145,45.6,1.5,Mercedes
2346, GLC Class,2019,30480,Semi-Auto,15224,Diesel,145,56.5,2.1,Mercedes
2347, E Class,2019,28480,Semi-Auto,9876,Diesel,145,58.9,2.0,Mercedes
2348, C Class,2019,24980,Semi-Auto,2072,Petrol,145,47.9,2.0,Mercedes
2350, A Class,2014,9480,Manual,67569,Diesel,20,72.4,1.5,Mercedes
2351, E Class,2016,16480,Semi-Auto,21441,Diesel,125,61.4,2.1,Mercedes
2352, E Class,2015,15490,Semi-Auto,28002,Diesel,125,61.4,2.1,Mercedes
2353, CL Class,2014,19980,Semi-Auto,55206,Petrol,555,29.4,4.7,Mercedes
2354, GLA Class,2017,18990,Semi-Auto,46857,Diesel,145,56.5,2.1,Mercedes
2355, A Class,2019,20480,Semi-Auto,3551,Petrol,145,28.5,1.3,Mercedes
2356, CL Class,2017,17833,Semi-Auto,43837,Diesel,150,67.3,2.1,Mercedes
2357, A Class,2017,15178,Semi-Auto,21470,Diesel,20,74.3,1.5,Mercedes
2358, E Class,2018,21790,Semi-Auto,20837,Diesel,150,61.4,2.0,Mercedes
2359, E Class,2019,34640,Semi-Auto,2824,Diesel,150,42.8,3.0,Mercedes
2360, C Class,2017,13980,Manual,21300,Petrol,150,53.3,2.0,Mercedes
2361, A Class,2016,17624,Automatic,16479,Diesel,20,68.9,2.1,Mercedes
2362, CL Class,2016,16249,Manual,33976,Petrol,125,51.4,1.6,Mercedes
2363, A Class,2016,13290,Manual,36892,Diesel,20,72.4,1.5,Mercedes
2364, GLC Class,2018,27980,Semi-Auto,7830,Diesel,150,56.5,2.1,Mercedes
